week,dLeq_diff,dLeq_diff_se,mob_diff,mob_diff_se
2020-03-30,0.0270725406989053,0.3733000558130007,-0.15776803932730676,0.014033610514203857
2020-04-20,-0.08011719844919685,0.27931933558902616,-0.26741737918563124,0.01732422970180416
2020-04-27,0.03656854501113416,0.28536554213556087,-0.22696112309500904,0.014604610940379676
2020-05-04,0.030369000541478286,0.27374872714546583,-0.22140692154070685,0.014285401499031826
2020-05-11,0.04502035939218629,0.26677951460603755,-0.18548355508217695,0.013529934920284755
2020-05-18,0.05350836690711347,0.26193337370255537,-0.18258113082951477,0.01335110483628595
2020-05-25,0.15292474249090127,0.2709313359246275,-0.17510922903967097,0.013061121560583536
2020-06-01,0.22943118616721114,0.2701160973180105,-0.17749728411818022,0.013065942122562475
2020-06-08,0.11863078324220622,0.2772933925004191,-0.116102022648648,0.014567298784778264
2020-06-15,0.024365573137884677,0.27315630329107504,-0.24476485767768918,0.016200557087939337
2020-06-22,-0.03255035839058751,0.26416678642201197,-0.17039370680489196,0.012825316795570273
2020-06-29,-0.03401973085811738,0.2667254370849426,-0.1730683489749396,0.012988674034691262
2020-07-06,-0.016056830979586545,0.2592588366555,-0.17026941419985375,0.01308194233798503
2020-07-13,0.05235576111739837,0.25021464529400733,-0.17137034299807352,0.012936315464445312
2020-07-20,-0.0049371959738824245,0.26933803636438847,-0.16993040007454252,0.012943618254918196
2020-07-27,0.04004295752285714,0.37502773312353577,-0.17069778366234423,0.012940931839063266
2020-08-03,-0.0026333896794028533,0.44188038474770286,-0.1831996700373284,0.013142619526033145
2020-08-10,0.10140166006437834,0.470074211162003,-0.16788640599193305,0.013063441405809673
2020-08-17,-0.028311380774634465,0.3844266505953324,-0.22254645817126328,0.014161178361151503
2020-08-24,-0.09370337160554687,0.302430945341155,-0.2215782784016228,0.015451898997617938
2020-08-31,-0.06942761711380818,0.2729681233498769,-0.2354410467245348,0.015771193932065008
2020-09-07,-0.15981340861164028,0.25991504462862414,-0.23213013908334834,0.014917784769955105
2020-09-14,-0.14119782960257976,0.26868543109137466,-0.19784830278063525,0.01326570387904475
2020-09-21,-0.12484607818837601,0.26953828774865657,-0.18485405424632573,0.012936424128307394
2020-09-28,-0.2488765875529253,0.281256747311506,-0.3221089028444466,0.01956501300144398
2020-10-05,-0.10374237350132387,0.27515866555216417,-0.19670246553314474,0.01290044747734251
2020-10-12,0.003464686759432456,0.2692200195310401,-0.1597987764784915,0.012350539904254448
2020-10-19,-0.012901632754211079,0.26490182990068706,-0.15171908589550032,0.012163336575147602
2020-10-26,-0.021193645954554752,0.2672625833413927,-0.1495248325248254,0.012142581887618171
2020-11-02,-0.11797342755640416,0.256046890346034,-0.1466380179845933,0.011950269961655456
2020-11-09,-0.08741794097432698,0.2692799223656489,-0.1462780534368976,0.011903328416305405
2020-11-16,-0.28203326748638347,0.27705891075400024,-0.24556963133603504,0.015272726164153977
2020-11-23,-0.2560990931752418,0.2761747138400089,-0.19487600880388145,0.012802921927095262
2020-11-30,-0.2234189326098035,0.2836427710213342,-0.20725609674337642,0.01341273871324122
2020-12-07,-0.11519450141783105,0.29844151431247135,-0.18626131030883342,0.014247426500387015
2020-12-14,-0.11414970930676915,0.32361193143944983,-0.21569419498283027,0.015725856463076036
2020-12-21,-0.18205967714781868,0.2812973465111012,-0.2730181178135317,0.016214665839550585
2020-12-28,-0.4149786452994526,0.3093973796826204,-0.3139657024321729,0.01932812937184764
2021-01-04,-0.41215895854938034,0.2926093114915221,-0.2505045232188342,0.015455779224942413
2021-01-11,-0.2696515911705579,0.3286297290091225,-0.22225272792012762,0.014238044335430217
2021-01-18,-0.3285889916675282,0.32256691690577544,-0.15020027575257555,0.012984902865787481
2021-01-25,-0.018520941868319207,0.34982996802646155,-0.1978939929627237,0.013354857646302945
2021-02-01,-0.1895282641825381,0.3513160372625408,-0.21629054055899988,0.013845559744636495
2021-02-08,-0.21118115646345464,0.36633133568786486,-0.2934423155773562,0.0177216593434632
2021-02-15,0.016938942863456097,0.33161740204137136,-0.15328591344409515,0.01224163115598068
2021-02-22,0.2144826461152059,0.34416946778588015,-0.1097232517534984,0.012940483883243316
2021-03-01,0.04651582316802658,0.34577115756853294,-0.1775726643735711,0.012738041198923602
2021-03-08,0.1241078317428215,0.3376741535519135,-0.15038656281644958,0.01188244304329407
2021-03-15,0.02202456218231029,0.3337727069303331,-0.14871433358480035,0.011654528536481877
2021-03-22,0.010637939099249177,0.31967425150086537,-0.14805888980876736,0.011657546178484877
2021-03-29,0.012754181697245293,0.2842095117095123,-0.08679323772567371,0.012577482851837107
2021-04-05,-0.08930145848810744,0.2928679534056639,-0.11127159524047725,0.011708098529013888
2021-04-12,-0.31508904181515685,0.2741928311320204,-0.1490348972478296,0.011205523138505143
2021-04-19,0.05209892741486977,0.2700881101660632,-0.14619282392060073,0.011202916573115366
2021-04-26,0.020508111490184944,0.28182500809858846,-0.14939202991417155,0.010657376501363626
2021-05-03,-0.19086489362559483,0.2720812878841656,-0.24155302460667805,0.015273439620110484
2021-05-10,-0.30073922577163226,0.26770664768960845,-0.15010298552613255,0.010767995623729505
2021-05-17,-0.10053885812386261,0.2683928225309147,-0.14859488000960264,0.010509161480397392
2021-05-24,-0.26051105963006566,0.2499117693746191,-0.16654166721284525,0.010889692544848067
2021-05-31,-0.059908074773154685,0.2624262763808115,-0.109149804961582,0.012630467202075937
2021-06-07,-0.13185355282405004,0.2579091495280915,-0.18767969802992113,0.011243285098668829
2021-06-14,-0.13861136466363305,0.2509183652357516,-0.16000997046480836,0.010623045951595968
2021-06-21,-0.05291996830265644,0.25029287340113804,-0.1527500806422739,0.01045212218947123
2021-06-28,-0.3746758532914969,0.2530056639454026,-0.16667055740806136,0.01046029618117046
2021-07-05,-0.27793679960142215,0.25637213074718607,-0.17647523142595012,0.010576601857076625
2021-07-12,-0.3194822337706226,0.25579979419226884,-0.20995722920204518,0.010137334589338264
2021-07-19,-0.3363791068282156,0.45462168925465574,-0.23007785619266719,0.010259457795050447
2021-07-26,-0.41855892006009476,0.5439519020053133,-0.2150351117946948,0.009285600383171475
2021-08-02,-0.5357408893798059,0.5498617322778168,-0.2210567821023095,0.009113882423912513
2021-08-09,-0.4255070412349875,0.4740678163868755,-0.1743789872610645,0.009288837243483911
2021-08-16,-0.3686336533590828,0.31395319528939664,-0.22879100714386114,0.009888349662841652
2021-08-23,-0.319745734042574,0.25387618485957236,-0.18008708239012738,0.008697512657266294
2021-08-30,-0.32550395956237876,0.2367662451856566,-0.13975530173586304,0.00988584359730183
2021-09-06,-0.049634880859926886,0.23257681576783867,-0.21585879517511897,0.010104424982885132
2021-09-13,-0.13339283315813344,0.23186901592577874,-0.18049854603754634,0.008220640669764167
2021-09-20,-0.18925681965796692,0.2333444841732184,-0.2989523130388224,0.015870899518463426
2021-09-27,0.05513572715564459,0.23295780193066143,-0.168946727984845,0.008131206456671312
2021-10-04,0.11683121968234389,0.24622475188669227,-0.19441730178599914,0.008920709265693045
2021-10-11,0.28980251992783956,0.26496653930541497,-0.13948058962431897,0.008400782036782076
2021-10-18,0.07943929211741771,0.23898035233885823,-0.1570182591555337,0.008313837858042818
2021-10-25,0.20557406635202313,0.2545695901879558,-0.1469700119620726,0.008413812537729218
2021-11-01,0.25539095279410334,0.24069812630872175,-0.13521254525211435,0.008493200859403199
2021-11-08,0.07481858390541385,0.26966013207123396,-0.14092360431400475,0.008378745268613022
2021-11-15,0.16479389143971265,0.24443364377156254,-0.1375426899073059,0.008321531916693298
2021-11-22,0.13375748827333742,0.2570558644238708,-0.12898008828592522,0.006928476763733599
2021-11-29,0.0345300369387016,0.2501579885808452,-0.1298153789258374,0.007532719689176664
2021-12-06,-0.023280614445780223,0.24383373071433762,-0.13524952825848624,0.007611195756245218
2021-12-13,-0.14521701281876243,0.24213057836729515,-0.14191504822348944,0.007845928168030748
2021-12-20,-0.0661132441817347,0.2487620686831015,-0.15286659588594353,0.008012424897885083
2021-12-27,-0.12334942363377077,0.2548282138556003,-0.17981922676827589,0.009119549543550123
2022-01-03,-0.00311525207034849,0.2555657375754487,-0.14475778749263069,0.008636532749578856
2022-01-10,-0.07527756962055987,0.2545095552259428,-0.141455623624134,0.008781022928042719
2022-01-17,0.06877496879309919,0.25775770013316956,-0.1372572950434643,0.008781265735483481
2022-01-24,-0.10947141145476404,0.25051155163608874,-0.15545165969361985,0.009119290454642503
2022-01-31,-0.27282546263840995,0.2614677131071756,-0.2877095463413557,0.017729372729991737
