dose_key,base_Lday
11110515,46.40960264900662
11110530,53.95840219014435
11110540,44.74843460350155
11110550,51.66124123422159
11110560,52.37204870301747
11110570,49.62533668341708
11110580,47.248338762214985
11110600,49.76717301750773
11110615,55.62072552004059
11110630,45.22206268958544
11110640,51.1723070782331
11110650,48.24029005524862
11110670,52.26170963364993
11110680,45.913904665314405
11110690,44.397236842105265
11110700,45.8375
11110710,55.08921474358974
11140520,53.96359594638771
11140540,54.791439089692105
11140550,56.268832007952284
11140570,47.69298017771702
11140580,44.09397870280736
11140590,45.2462027833002
11140605,50.689443005181346
11140615,53.094284789644014
11140625,49.878467661691545
11140645,47.485603112840465
11140650,48.86483558994197
11140665,45.49739376770538
11140670,46.287903563941306
11140680,49.46115009746589
11170510,47.49422924901186
11170520,47.29698630136986
11170555,49.0578125
11170560,49.100090090090085
11170570,50.66708333333333
11170580,47.189405940594064
11170590,49.65710743801653
11170625,53.84185359301545
11170630,47.17605846774194
11170640,50.038836206896555
11170650,44.39722277722278
11170660,50.86786830357143
11170685,46.94644400785855
11170690,53.01927813163482
11170700,45.007474437627806
11200520,44.83626474442988
11200535,49.077061790668346
11200540,49.556637441980406
11200550,53.15814950166113
11200560,47.01924808184143
11200570,44.06218637992831
11200580,47.60976141078838
11200590,49.04334693877551
11200615,49.151591240875916
11200620,47.38762548262548
11200645,49.09734104046243
11200650,49.87077399380805
11200660,51.816311861743905
11200670,46.683896848137536
11200690,44.684725103734436
11200720,54.0806103286385
11200790,51.209581202824445
11215710,48.37418680600915
11215730,50.94921568627451
11215740,47.23335914811229
11215750,46.62149911816579
11215760,60.871260504201686
11215770,50.66298224852071
11215780,46.849631782945735
11215810,52.83770942408377
11215820,48.445640766902116
11215830,46.74779960707269
11215840,47.17457805907173
11215847,50.21397727272727
11215850,48.66576998050682
11215860,44.11784353059177
11215870,52.80068192888456
11230536,51.1878019201617
11230545,48.40872340425532
11230560,53.867640232108315
11230570,47.868152686145145
11230600,49.204355644355644
11230610,47.89985915492958
11230650,49.96403
11230660,49.814141876430206
11230705,50.94078469520104
11230710,46.38649706457926
11230720,47.99103157894737
11230730,47.99101593625498
11230740,46.81470347648261
11230750,46.28764826175869
11260520,44.40691836734694
11260540,44.85441235059761
11260550,45.265228215767635
11260565,50.672809523809526
11260570,49.6734907597536
11260575,45.72763131813677
11260580,43.08827731092437
11260590,47.661062562065545
11260600,46.23102639296188
11260610,43.642740447957834
11260620,44.63948717948718
11260630,51.58268679631525
11260655,59.380671342685375
11260660,40.90395789473684
11260680,58.50976744186046
11260690,48.28464980544747
11290525,53.00911392405063
11290555,47.15168181818182
11290575,46.17116182572614
11290580,46.059142300194935
11290590,50.04139534883721
11290600,48.4898046875
11290610,49.09839920948617
11290620,45.455422396856584
11290630,45.21692614770459
11290640,49.49996124031008
11290650,48.0827380952381
11290660,51.28504347826087
11290685,46.80284735812133
11290705,52.830755082284604
11290715,45.90283604135894
11290725,51.0862851600388
11290760,46.143217054263566
11290770,44.65349420849421
11290810,50.60226377952756
11305534,52.6103536345776
11305535,49.48462025316456
11305545,39.198718446601944
11305555,53.02226058631922
11305575,49.270253411306044
11305595,49.56414230019493
11305603,48.712291870714985
11305608,52.251212976022565
11305615,44.44917555771096
11305625,49.83721649484536
11305635,54.520185546875
11305645,48.5699268292683
11305660,47.9916157635468
11320511,49.164813333333335
11320512,45.591911460488205
11320513,42.42206451612903
11320514,52.10400595998297
11320515,53.44240890688259
11320521,52.40555243069506
11320522,51.37230464886252
11320660,50.017011627906975
11320670,48.485917338709676
11320680,42.344885337039614
11320681,50.135962285080424
11320690,54.724407960199
11320700,46.63966601178782
11320710,40.50288537549407
11350560,54.909460076045626
11350570,47.50256944444445
11350580,41.96859793814433
11350595,46.33345381526104
11350600,51.83595482546201
11350611,54.984004106776176
11350612,41.37690789473684
11350619,50.61299687825182
11350621,63.1200992063492
11350624,43.14680459770115
11350625,49.340652610441765
11350630,50.48481313307719
11350640,48.41233695652174
11350665,45.75086242299794
11350670,49.097799564270154
11350695,56.645783898305076
11350700,51.50545164718385
11350720,40.560301204819275
11380510,53.39041170097508
11380520,43.43688654353562
11380530,51.81825742574258
11380551,53.63838095238095
11380552,50.67060120240481
11380560,44.84813596491228
11380570,58.99074331020813
11380580,58.32958431372549
11380590,46.39486274509804
11380600,59.25198285101822
11380625,48.418329979879275
11380631,45.690435643564356
11380632,52.06854291417166
11380640,45.708749999999995
11380650,47.46541666666666
11380690,52.506314398943196
11410520,51.29340163934426
11410555,44.930524193548386
11410565,45.0160404040404
11410585,43.82601746138348
11410615,40.54633684210526
11410620,56.827962830593286
11410640,52.578793043478264
11410655,51.22145489815713
11410660,37.529566074950694
11410685,51.905600303951374
11410690,48.38721621621622
11410700,46.14410609037328
11410710,54.74218426501035
11410720,52.79509865005192
11440555,58.72058507061197
11440565,48.07898635477583
11440585,48.92709167544784
11440590,54.59259445843829
11440600,47.2578561827957
11440610,48.18616220735786
11440630,51.18019823788546
11440655,48.05527384615385
11440660,52.00753913894325
11440680,46.98286338363781
11440690,51.26356534090909
11440700,47.89862826828344
11440710,46.37870599900843
11440720,47.650781487101675
11440730,52.99566633266534
11440740,52.68544335866812
11470510,48.447627118644064
11470520,48.78380428488709
11470530,45.23309753034742
11470540,49.371308052833406
11470550,51.30957345971564
11470560,48.48596958174905
11470570,46.90018414731786
11470580,53.132738419618526
11470590,46.585285426460715
11470600,50.48761163734777
11470610,49.181044487427464
11470611,50.680264690312335
11470620,46.84122144985104
11470630,50.353331121433314
11470640,48.91679870892019
11470650,49.06332948310713
11470670,54.348471248246845
11470680,52.413930795847754
11500510,54.520345512311366
11500520,45.81793774319066
11500530,57.377816015883525
11500535,52.18217391304348
11500540,48.052021384928715
11500550,45.84951807228916
11500560,40.08189060642093
11500570,42.9752652259332
11500590,47.19205252918288
11500591,48.39818455366098
11500593,55.249441117764476
11500603,56.87469111969112
11500604,61.0972032193159
11500605,52.96389548693587
11500611,53.42207774798928
11500615,43.44062827225131
11500620,57.130722891566265
11500630,62.00219912035186
11500640,54.423545994065286
11500641,49.87941938365342
11530510,48.4017316017316
11530520,53.20741935483871
11530530,47.95036863966771
11530540,55.12915
11530550,44.11236292428198
11530560,44.778367103694876
11530595,48.56765166340509
11530720,50.3384496124031
11530730,48.56452380952381
11530740,47.13950331125828
11530750,48.44870406189555
11530760,44.36413255360624
11530780,62.89590344827586
11530790,51.03529619181947
11530800,49.18808139534884
11545510,55.587456445993034
11545610,49.09818609703114
11545620,55.006680244399185
11545630,48.56438095238096
11545640,44.22527620030976
11545670,55.10588912133892
11545680,49.411854922279794
11545690,38.981084462982274
11545700,45.88501030927835
11545710,49.72880492091388
11560515,46.708938223938226
11560535,50.823861256544504
11560540,50.38973018549747
11560550,48.39080104712041
11560560,51.995312831389185
11560585,45.765747572815535
11560605,47.63270627062707
11560610,55.38309585492228
11560620,47.93595253790375
11560630,45.64261052631579
11560650,45.619757575757575
11560660,54.78369318181819
11560670,46.7018670886076
11560680,51.479019607843135
11560690,49.40334368530021
11560700,46.47935166994107
11560710,58.78809477756286
11560720,44.14724390243902
11590510,46.284715447154475
11590520,42.408199999999994
11590530,49.49077195467422
11590540,50.014021739130435
11590550,52.84649805447471
11590560,56.622800199302446
11590605,53.09596185737977
11590620,50.03939629990263
11590630,48.87531697341513
11590640,49.47778449144008
11590650,48.06168141592921
11590651,47.83980198019802
11590660,50.27377339901478
11590670,52.467892156862746
11590680,50.637842565597666
11620525,47.93713573407202
11620545,46.74562624254473
11620565,50.92178770949721
11620575,45.73511218920558
11620585,52.77880267558528
11620595,50.973995615237044
11620605,48.391702970297025
11620615,45.984203323558155
11620625,48.344861660079054
11620630,49.59874021352313
11620645,42.4693131548312
11620655,52.579959819186335
11620665,49.43770562770563
11620685,45.15921626984127
11620695,45.120035158211955
11620715,49.30829300196207
11620725,48.980937640197396
11620735,43.83117182356814
11620745,47.8516268115942
11620765,50.74510044642857
11620775,45.50329612606698
11650510,52.79554474708171
11650520,49.878211382113825
11650530,50.446194444444444
11650531,61.75837329876863
11650540,55.565555555555555
11650550,58.62602605863192
11650560,53.15569484936832
11650570,44.47747252747253
11650580,47.349212765957446
11650581,59.51650000000001
11650590,47.6615953307393
11650600,47.80590291262136
11650610,55.75867741935484
11650620,48.003895287958116
11650621,56.6492759706191
11650651,51.51101382488479
11650652,53.708757491010786
11650660,47.323280839895006
11680510,57.237667342799185
11680521,60.783246882793016
11680531,54.15240318906606
11680545,49.108259979529166
11680565,43.427251461988305
11680580,46.961100386100384
11680590,51.395655913978494
11680600,48.19422037422037
11680610,52.716213692946056
11680630,60.506023240800516
11680640,53.39048153034301
11680650,44.434588477366255
11680655,47.09133828996283
11680656,47.86466531440162
11680660,53.90159453302961
11680670,49.982441558441565
11680690,55.85008893280632
11680700,58.389850597609566
11680720,49.006996448503294
11680730,57.774751269035534
11680740,48.85768031189084
11680750,59.806305882352945
11710510,47.45038135593221
11710520,50.04440528634361
11710531,46.969098277608914
11710532,45.795082987551865
11710540,47.65471365638767
11710550,50.31272015655577
11710561,42.07723938223938
11710562,46.54800607287449
11710566,46.513073929961095
11710570,44.38706563706564
11710580,50.33138671875
11710590,50.851589147286816
11710600,48.42244498777506
11710610,51.57574975173783
11710620,51.572007797270956
11710632,46.0635845410628
11710641,44.91429400386847
11710642,49.971956947162425
11710646,56.9248955613577
11710647,51.54109533468559
11710650,52.82816525699415
11710670,55.022699004975124
11710680,46.71787449392713
11710690,53.064751037344394
11710710,52.738354755784066
11710720,48.83268101761252
11740515,54.523258655804476
11740520,54.15195643564356
11740530,52.355642601126476
11740540,51.981166306695464
11740550,53.897618461538464
11740560,57.553844121532364
11740570,56.762788461538456
11740580,46.59429166666666
11740590,50.830584588131096
11740600,54.04566860465116
11740610,56.04734059945504
11740620,54.96257286432161
11740640,57.00034141514102
11740650,52.59917876815223
11740660,60.62764432840151
11740685,53.33423133959466
11740690,61.27923605805959
11740700,54.649861265260824
